%Y-%m-%d;EASTEU;LATAM;CHINA;INDIA;ENERGY;MINING;GOLD;WATER
2003-01-30;0.003163;0.01505;0;0.006312;0.0177;-0.004846;-0.02336;0.002931
2003-01-31;-0.005145;-0.0009341;0.001685;0.007053;-0.004129;0.005536;0.008669;0.009493
2003-02-03;0.002774;0.01576;0;0.01588;0.00733;-0.006231;-0.01241;0.004628
2003-02-04;0.002766;0.01007;0.01005;0.0007683;0.003504;0.01653;0.005602;-0.004186
2003-02-05;-0.003162;-0.01653;0.006645;-0.005777;0.008111;0.007486;0.03477;-0.008422
2003-02-06;-0.007151;0.0009255;-0.003317;0.01837;-0.002115;0.0006777;-0.0255;0.001484
2003-02-07;0.001195;-0.006497;-0.004996;-0.001898;-0.009667;-0.01158;-0.01549;-0.005967
2003-02-10;0.01148;-0.008415;-0.0067;-0.01454;-0.003653;0;-0.01131;0.005571
2003-02-11;0.009014;0.0009385;-0.001682;0.008445;0.01082;-0.01798;-0.03275;0.009855
2003-02-12;0.001949;-0.005644;0.01172;-0.01153;0.0006449;0.01179;0.01619;-0.001398
2003-02-13;0.001945;-0.007576;-0.01003;0.0007731;-0.009045;-0.002071;-0.01358;-0.006131
2003-02-14;0.002329;-0.01051;-0.006745;-0.004259;-0.001197;-0.005544;0.01934;-0.001751
2003-02-17;-0.0003878;0.0009602;0.01345;0.02112;0.005824;-0.0147;-0.02719;0.0007188
2003-02-18;0.003485;0.003831;-0.001671;0.003414;0;0.01748;0;0.01322
2003-02-19;-0.01049;0.02081;0.003339;-0.003034;0.009004;-0.0006932;-0.002628;-0.003817
2003-02-20;0.005065;-0.01035;-0.001668;0.006058;-0.004658;0.006222;0.02277;0.002187
2003-02-21;0.003104;0.0009456;-0.01175;-0.007579;0.001756;0.002065;0.00641;0.0008641
2003-02-24;0.0003874;0.006594;0.005055;-0.001142;0.01755;0.004803;-0.008986;-0.005523
2003-02-25;-0.004658;-0.00754;0.005029;-0.006495;0.005624;-0.004115;-0.00129;-0.008706
2003-02-26;0.001167;-0.006645;-0.001674;-0.00461;-0.002193;-0.006205;-0.02219;-0.006885
2003-02-27;0.001553;-0.007648;-0.005038;0.00346;-0.001159;0.003452;0.003295;0.004633
2003-02-28;-0.0003881;0.006695;0.001682;0.001917;-8.14E-05;-0.01109;-0.02262;-0.002302
2003-03-03;0.007349;0.006651;0.008368;-0.002685;0.006735;0.006252;0.01071;0.002472
2003-03-04;-0.003088;0.0009465;-0.008368;-0.01003;0.007051;-0.001386;-0.01341;0.0005562
2003-03-05;-0.0003866;-0.008551;-0.01183;-0.01446;-0.005163;0.002078;0.01341;-0.0007175
2003-03-06;0.01192;-0.0009547;-0.01888;0.00118;0.005353;-0.01604;-0.00601;-0.003491
2003-03-07;-0.004212;0.01328;-0.006957;-0.01905;-0.003861;-0.01488;-0.007395;-0.005744
2003-03-10;0.0023;0.003763;-0.005249;-0.01007;-0.003391;-0.002859;-0.0177;-0.003198
2003-03-11;-0.009617;-0.01705;0.003503;0.001617;-0.01283;-0.01806;-0.03069;-0.008249
2003-03-12;-0.007761;0.009506;0.01216;-0.003643;-0.005967;-0.01468;-0.03459;-0.008946
2003-03-13;-0.00195;0.01035;0.003448;-0.002843;-0.0191;0.004428;0.001465;0.00952
2003-03-14;0.00195;0.01947;0.01198;0;0.01141;0.01462;-0.007348;0.005517
2003-03-17;0;0.001835;-0.01026;-0.007757;-0.007899;0.005067;0.03834;0.01133
2003-03-18;-0.02605;0.01094;0.01872;0.002456;0.01012;0.009343;-0.01646;0.008753
2003-03-19;-0.01409;0.006326;0.001685;0.006926;-0.002873;0.009964;0.01717;0.006995
2003-03-20;0.01249;-0.00361;0.005038;0.02089;0.006925;-0.008535;-0.01357;0.006865
2003-03-21;0.009962;0.01436;0;0.006737;0.008577;-0.00143;-0.01375;0.01207
2003-03-24;-0.002779;0.007105;0;-0.008328;0.003797;-0.01659;-0.02809;-0.01111
2003-03-25;0.0003975;-0.01966;-0.003356;-0.00399;-0.01602;-0.0095;0.002246;0.005436
2003-03-26;0.001985;0.01077;-0.003367;0.005582;0.01139;0.0007339;-0.005249;0.01026
2003-03-27;0.002773;-0.003578;-0.001688;0.002383;-0.001434;-0.008103;-0.002258;0.0025
2003-03-28;-0.004758;-0.002692;0.00841;-0.001191;0.004174;-0.0119;-0.009845;0.009084
2003-03-31;-0.007981;-0.0036;-0.0186;-0.02006;0.009307;0.0156;0.05046;-0.01755
2003-04-01;0.005195;0.001802;0;0.01488;-0.008715;0.0007366;0.01793;0.004561
2003-04-02;0.005961;0.02752;0.001705;0.006367;0.01228;0.009527;-0.01793;0.01116
2003-04-03;0.004743;0.01218;0.001702;0.01222;-0.0001915;0.005818;-0.01973;-0.002604
2003-04-04;-0.000789;0.002592;0.01183;0.007418;-0.01089;-0.00436;-0.01039;0.0129
2003-04-07;0.0176;0.02556;0.005029;0.02155;0.008856;0;-0.005234;0.002263
2003-04-08;0.009263;0.01254;-0.008396;-0.005344;-0.002245;0.01302;0.01118;-0.006959
2003-04-09;0.005364;-0.02183;-0.008467;-0.001532;-0.005664;-0.00288;0.01252;0.009313
2003-04-10;0.004194;-0.003401;0.001699;-0.04388;0.002237;0.005034;0.02172;-0.003166
2003-04-11;-0.003431;-0.008554;0.01014;0.004396;0.01014;-0.002874;0.004289;-0.003028
2003-04-14;0.005711;-0.0008595;-0.01183;-0.003995;-0.005283;-0.0007197;-0.005722;0.0007003
2003-04-15;0.0102;0.02211;0.001699;0.0004002;0.008465;0.00431;-0.006477;0.005886
2003-04-16;0.007488;0.01751;0.006768;0.004392;0.0001203;0.005718;0.01006;0.007748
2003-04-17;-0.00224;0.001652;-0.006768;-0.01001;-0.004419;0.002136;0.01419;0.002022
2003-04-18;0;0;0;0;0;0;0;0.0003676
2003-04-21;0;0;0.001696;0;0;0;0;-0.001747
2003-04-22;0.0367;0.01961;-0.01194;0.005618;0.01592;0.007793;0.0223;0.008889
2003-04-23;0.002519;0.004843;-0.0173;-0.008035;0.01287;0.003522;0.008236;0.01273
2003-04-24;0.01498;0.02229;-0.01229;-0.008507;0.0008408;-0.01702;-0.01238;0.005831
2003-04-25;-0.006038;-0.006319;-0.008873;-0.00817;-0.001898;-0.02242;-0.01886;9.06E-05
2003-04-28;0.0215;-0.007955;0.001781;-0.0008207;-0.008762;0.001462;0;0.0009472
2003-04-29;-0.003493;0.03067;0.02807;-0.0008214;0.009114;0.002189;-0.02066;0.005807
2003-04-30;0.002097;0.02146;-0.001732;0.0008214;-0.00719;0.002184;-0.01304;0.005894
2003-05-01;0.006265;0;0;0;0.005407;0;0;0.00723
2003-05-02;0.007949;-0.01144;0.00346;0.008991;0;0.01802;0.05188;-0.003667
2003-05-05;0;0.02275;0.01031;0.01574;0;0.01207;0.01444;0.01407
2003-05-06;0.02179;-0.02275;0.003413;0.005989;0.02631;0.008433;0.008835;0.006783
2003-05-07;-0.004727;0.01899;0.001702;0;0.009694;0;0.01144;-0.01166
2003-05-08;-0.01089;0.01494;-0.005115;-0.00639;0.006138;-0.009845;-0.01076;-0.01801
2003-05-09;0.004778;-0.008188;-0.001711;-0.002407;0;0.001412;0.01809;-0.0006094
2003-05-12;0.01218;0.008929;0.005124;0.001605;0.006988;0.01471;0.009253;0.009171
2003-05-13;0.009041;0.002959;0.01185;0.008782;0.007737;0;0.007864;-0.003467
2003-05-14;0.003992;0.001476;0.005038;0.003967;0.005469;0.004164;-0.01248;0.004919
2003-05-15;0.002984;-0.004435;0.003344;0.01259;0.000617;-0.001386;0.01574;-0.002284
2003-05-16;0.01021;-0.01794;-0.003344;0.008951;0.004391;0.00277;0.008422;-0.001803
2003-05-19;0.0156;0.0007539;0.001674;-0.006218;0.008152;0.009635;0.01409;-0.00444
2003-05-20;-0.01692;-0.02596;0.001671;0.0007794;-0.01064;0.005464;0.0164;0.006364
2003-05-21;0.002621;-0.008544;0.009967;0.004276;-0.0002298;-0.01027;-0.003134;-0.004197
2003-05-22;0.01139;0.02389;0.01802;-0.007788;0.01567;0.004121;0.0131;0.003984
2003-05-23;0.01126;0.01211;0;0.006235;0.005342;0.004104;-0.01184;0.00197
2003-05-26;0;0.003755;0.03822;0.005424;0;0.008835;0.00313;-0.0001052
2003-05-27;0.005424;-0.003003;-0.007843;0.005011;0.007362;0.0006764;0.006851;0.005433
2003-05-28;0.01484;-0.008305;0.007843;0.0007686;0.009735;0.004722;-0.008728;0.002142
2003-05-29;-0.01008;0;-0.004699;0;-0.003705;0;0;0.01006
2003-05-30;0.01008;0.01729;0.001569;0.02429;0;0.006038;-0.01451;-0.001509
2003-06-02;0;0.0007449;0.01709;0.005236;0.0098;0.0006687;-0.007653;0.01036
2003-06-03;-0.01262;0.0007443;0.00154;0.003351;0.005604;0.01064;0.01272;-0.003614
2003-06-04;-0.001907;0.00223;0;0.01256;0.001678;0;-0.003166;0.007799
2003-06-05;-0.01248;0.01181;0;0.008408;0.009237;0.01249;0.00506;0.008681
2003-06-06;0.01407;0.01312;0;0.0141;0.0002422;0.02005;0.02922;-0.007282
2003-06-09;0.01042;0;0.006135;0;-0.003265;0;0;0.002047
2003-06-10;-0.01808;-0.009458;-0.00153;0.00537;0;-0.01548;-0.01482;-0.01365
2003-06-11;-0.008032;0.001461;-0.001533;-0.004293;0.002504;0.003246;-0.01504;0.01021
2003-06-12;0.009631;0.008721;0.0122;0.009279;0.0269;0.009032;0.01192;0.009913
2003-06-13;0.001596;0.00721;0.01951;0.001775;-0.004873;0.005764;0.008696;-0.002602
2003-06-16;0.01457;-0.0007186;-0.005961;0.009529;-0.008895;0.005096;0.02141;0.01216
2003-06-17;0.009075;0.001437;0.007446;0.01706;0.002465;0.006333;0.003625;0.0005886
2003-06-18;-0.00531;0.004298;-0.004461;0.01406;-0.008024;0.0006311;0.02207;-0.002916
2003-06-19;-0.01961;-0.01006;0.007424;-0.009236;-0.0032;-0.008872;-0.01247;-0.001793
2003-06-20;0.004143;-0.0007223;-0.002963;0.002403;-0.00144;0.0006363;0.007736;-0.007867
2003-06-23;-0.006062;0;-0.01796;0;-0.005199;0;0;-0.003282
2003-06-24;0.001918;-0.01823;-0.006061;-0.005845;-0.007042;-0.02512;-0.03253;-0.02588
2003-06-25;0.007319;0.00952;0.009077;0.01879;0.0005152;-0.008516;-0.01979;0.01006
2003-06-26;0.002217;0.007262;-0.003017;0.009766;0.006076;-0.005939;0.008087;-0.004391
2003-06-27;-0.002534;-0.001448;0.004521;0.01859;-0.006652;-0.004643;-0.009337;-0.0006935
2003-06-30;0.005693;-0.009465;-0.0121;0.01567;-0.003597;0.005966;0.002498;-0.001571
2003-07-01;0.003463;0.003651;0.007582;-0.001296;-0.001237;0.003958;0.01854;0.005992
2003-07-02;0.01683;0.01231;0.009023;0.01225;-0.0003775;0.004598;0.02181;0.01102
2003-07-03;-0.002166;0.007174;0.004481;0.009881;0.002754;0.004577;0.002991;-0.00829
2003-07-04;-0.00155;0.007123;-0.001491;0;-0.0006307;0.008444;0.001791;0.001107
2003-07-07;0.02026;-0.009986;0.02506;0.009784;0;-0.007141;-0.01623;0.0003692
2003-07-08;-0.007934;0.002148;0.005806;0.002196;-0.001035;0.007141;-0.01036;0.00109
2003-07-09;0;0.006417;0.01151;0.008426;-0.003365;-0.001294;-0.00861;0.001122
2003-07-10;-0.01824;-0.000711;-0.002865;0.01358;0.001161;0.005168;-0.006818;-0.001329
2003-07-11;-0.01953;-0.01288;-0.004313;0.003977;-0.01585;-0.005816;-0.004988;-0.0004105
2003-07-14;0.005711;0.0007202;0.01856;0.02175;0.004002;0.009674;0.01242;0.005659
2003-07-15;0.01569;0.01501;0.002825;-0.02542;-0.003279;0.007036;0.008605;-0.01207
2003-07-16;-0.0195;-0.004977;0.002817;0.01972;-0.01074;-0.01931;-0.0457;0.004153
2003-07-17;-0.03129;-0.005718;-0.01845;0.004198;-0.006172;0;-0.003208;-0.008274
2003-07-18;-0.0006555;-0.002153;0.002861;-0.0227;-0.001472;-0.002602;-0.00193;0.004715
2003-07-21;0.0006555;0.007871;-0.00143;-0.0117;0.01366;0;0.003214;-0.0009849
2003-07-22;0.01205;0.001425;-0.002865;-0.01624;-0.004809;0.009079;0.02535;0.005345
2003-07-23;0.001617;0.01132;-0.007199;0.0006293;0.0001712;0.005793;0.004994;0.01551
2003-07-24;0.008368;0.001406;0.01149;0.01561;-0.003032;0.0266;0.04564;-0.004566
2003-07-25;0.009252;0.01465;0.007117;0.02568;-0.0009131;0.02895;0.01535;-0.003636
2003-07-28;0.006647;0.006901;0.01827;0.01913;0.005475;0.01387;0.01512;0.002733
2003-07-29;-0.005694;-0.01037;0.001392;-0.008923;0.0005216;0.003586;-0.001733;-0.001914
2003-07-30;0.005379;-0.01188;0.00139;0.0107;-0.004153;-0.01382;-0.01808;0.0006624
2003-07-31;0.002521;-0.005642;0.01379;0.001477;-0.005568;-0.01647;-0.01006;-0.008047
2003-08-01;-0.005365;0.006345;0.01225;0.003241;0.003353;0.01162;0.002375;-0.006924
2003-08-04;0;-0.01844;0.004051;0.01402;0;0.004246;-0.001187;0.00559
2003-08-05;0.008194;-0.01952;-0.01084;-0.006403;-0.009464;0.003625;0.009456;-0.01051
2003-08-06;-0.003459;0.005822;-0.01096;-0.01886;-0.001591;0.001808;0.001763;-0.003365
2003-08-07;0.01127;-0.002907;-0.008299;0.01828;0.006556;0;0.01689;0.00242
2003-08-08;0.00342;0.02444;0;0.0168;0.01835;0.01078;0.007478;0.00203
2003-08-11;0.004954;0.008487;0.01653;0.008866;0.00605;0.007713;0.02434;0.005058
2003-08-12;0.01045;-0.002115;0.01087;-0.005711;0.01395;0.01467;0.01774;0.003826
2003-08-13;0.01004;0;0.009415;0.01082;0.005234;0.003488;-0.01495;0.0039
2003-08-14;0.008736;0.007032;0.001338;0.002546;0.003102;0.006364;0.0144;0.001778
2003-08-15;0.009849;0;0.004003;0;0.003706;0;0;0.00169
2003-08-18;0.003854;0.01461;0.01454;0.01291;0.006856;0.01318;0.004388;0.01442
2003-08-19;0.005311;0.004135;-0.002628;0;0.004111;0.003976;-0.01378;0.0109
2003-08-20;-0.007978;0.002061;0.00394;0.01192;0.0001368;0.00678;0.02358;-0.001439
2003-08-21;0.008272;0.002057;0.01043;0.01532;0.0004443;0.002811;0.01132;0.005774
2003-08-22;0.01779;0.01022;0.009038;0.001356;0.003828;-0.002248;-0.01948;-0.004681
2003-08-25;0;-0.0006782;-0.01554;-0.02999;0;-0.002818;-0.002736;-0.003242
2003-08-26;-0.004635;-0.01091;-0.01182;0.02809;-0.01267;-0.01822;-0.01379;0.00172
2003-08-27;0.009824;0.004107;0;0.02229;-0.004544;-0.001726;0.01105;0.0002241
2003-08-28;0.002584;0.008163;0.007895;0.005562;0.005724;0.01372;0.03244;0.004249
2003-08-29;0.01254;0.01346;0.0156;0.01884;0.01455;0.01242;0.005834;0.01198
2003-09-01;0.01629;0.005998;0.008992;0.0002592;0.004461;0.01392;0;0.002555
2003-09-02;0.003616;-0.001995;0;0.005685;0;0.004415;0.0199;0.0004048
2003-09-03;0.0008325;0.01257;0.01649;-0.001547;-0.0005238;0.0022;-0.01095;0.005952
2003-09-04;-0.004727;0.003282;-0.001259;-0.006473;-3.38E-05;0.006026;0;0.003824
2003-09-05;-0.005029;0.02204;-0.003785;0.0198;0.003897;0.003816;0.01715;0.0007138
2003-09-08;-0.01127;0.0102;0.002525;0.02266;-0.0002273;0.01458;0.02342;0.002163
2003-09-09;0.009305;0.003168;-0.0191;0.007441;0.01159;0.001072;0.002011;-0.002152
2003-09-10;-0.007324;-0.03148;-0.01947;-0.01018;-0.01424;0.001071;0.01743;-0.01386
2003-09-11;0.00113;0.01811;0.01173;0.007213;-0.003552;-0.009677;-0.01192;0.008575
2003-09-12;0.005632;0.0006408;0.001294;-0.01046;0.0008977;-0.0005404;-0.0009995;0.002545
2003-09-15;0.006996;0;0.006447;-0.04325;8.47E-05;0.01022;-0.004008;0.00361
2003-09-16;0.002785;0.0006404;0.005128;-0.002618;-0.005262;-0.001606;-0.00352;-0.0003187
2003-09-17;0.000556;-0.001922;0;0.004708;0.006294;0.003744;0.003018;0.003534
2003-09-18;-0.003062;-0.0006416;-0.01028;-0.02751;-0.01079;0.007977;0.006508;0.006126
2003-09-19;0.003895;0.02033;-0.009085;0.003748;-0.002568;0.01211;0.001496;0.006672
2003-09-22;-0.006408;0.0006287;-0.005229;0.003734;0.001233;0.01506;0.03861;-0.00272
2003-09-23;0.008072;-0.02032;0.0156;0.001064;-0.001396;-0.003098;0.006213;0.00613
2003-09-24;0.01622;0.002562;0.01917;0.03245;0.004558;0.007213;-0.001907;-0.004474
2003-09-25;-0.003005;-0.007707;-0.001267;0.0105;0.01009;0.006651;0.01516;-0.0099
2003-09-26;-0.004937;-0.01429;-0.002538;0.006855;-0.003401;-0.01853;-0.03152;-0.007064
2003-09-29;0.003842;-0.0006542;-0.003819;0.02252;-0.01084;-0.01676;-0.04009;0.01092
2003-09-30;0.01441;0.013;0.006357;0.009602;0.006405;0.01468;0.01603;-0.004811
2003-10-01;0.00431;0.008363;0;0.007811;0.003145;-0.003651;0.001986;0.01057
2003-10-02;0.01759;0.01966;0.0238;0.003883;0.01826;0.01555;0.004948;0.0008325
2003-10-03;0.01728;0.001255;0.008626;0.01204;0.005526;0.02188;0.008845;0.003762
2003-10-06;0.002334;0.01741;0.007335;0.02621;0.01469;-0.0005034;-0.0308;0.01199
2003-10-07;0.02456;0.0006163;0;0.01136;0.005074;0.008523;0.008541;0.0003933
2003-10-08;0.01455;-0.004322;-0.001219;-0.003694;0.008575;0.01683;0.01687;-0.004429
2003-10-09;0.008186;0.01474;0.01333;0.0131;0.00165;0.01026;0.00979;0.005132
2003-10-10;-0.009681;0.006079;0.01077;0.01158;0.002233;0.01255;-0.008315;0.001093
2003-10-13;0.0002494;0.001817;0.007117;0.01033;0.006032;0.01003;0.004411;0.003201
2003-10-14;0.01461;0.01143;-0.009501;-0.002012;0.006035;0.008044;0.01649;0.005544
2003-10-15;0.006125;-0.003595;0.008319;-0.01125;-0.002763;0.01543;0.006711;-0.005684
2003-10-16;-0.003425;-0.007229;0.01059;0.02238;-0.007981;0.001854;-0.009602;0.00437
2003-10-17;0.003181;-0.005456;-0.004695;0.01079;0.008784;0;0.01722;-0.004352
2003-10-20;-0.004407;0;0.008202;0.001313;-0.001089;-0.01024;-0.01288;0.005957
2003-10-21;-0.01086;0.02046;-0.005851;-0.01943;-0.001472;0.01256;0.007656;0.009382
2003-10-22;-0.02843;0.0005954;-0.001174;-0.01823;0.0002866;-0.002776;0.02959;-0.004176
2003-10-23;-0.01621;-0.001787;-0.03224;-0.009583;-0.01476;-0.01824;0.002773;-0.005211
2003-10-24;0.004658;-0.02048;0.001213;0.005943;-0.008332;-0.001417;-0.005089;0.002877
2003-10-27;0;0.0121;0.001211;0.005455;-0.002129;-0.0009456;0.01199;0.004421
2003-10-28;-0.02483;-0.01515;0.01919;0.006777;-0.000637;0.01035;0.001374;0.006992
2003-10-29;-0.008506;0.02174;0.003557;0.005612;0.003979;0.01302;0;0.004583
2003-10-30;-0.006965;-0.00479;0.003544;0.01423;-0.002575;0.02013;0.02083;-0.0006965
2003-10-31;-0.01244;0.007177;0.003531;0.03;-0.007961;0.003165;-0.01855;-0.002193
2003-11-03;0.02314;0.002975;0.01168;0.02809;0.01161;0.002255;0.005464;0.005673
2003-11-04;0.01163;0.0124;0.001161;0.01303;0.01637;0;-0.01926;0.001595
2003-11-05;-0.01163;-0.00235;0.001159;0.005739;0.0006795;-0.00542;0.00784;-0.0013
2003-11-06;0.00186;-0.008863;-0.01753;-0.002455;-0.009345;-0.00136;0.003668;0.002324
2003-11-07;0.004503;0.003555;0.003531;-0.01195;0.001282;-0.0009074;-0.0129;0.01387
2003-11-10;0.004483;0.008245;-0.005893;0.006201;0.005567;0.009487;0.01974;-0.009418
2003-11-11;-0.01191;-0.01299;-0.004739;0.01025;-0.00182;-0.01404;-0.005013;0.001524
2003-11-12;-0.006946;-0.005959;0;-0.000408;-0.008543;-0.003655;0;0.0142
2003-11-13;0.01332;0.01601;0.01063;-0.01252;0.01066;0.02575;0.03985;-0.0002405
2003-11-14;0.002378;0.00235;0.001174;-0.01709;0.009485;0.006668;0.006127;-0.001645
2003-11-17;-0.01328;0.00293;-0.01181;0.0144;-0.001159;-0.01563;0.001308;-0.009165
2003-11-18;-0.01972;-0.01355;0;-0.01146;-0.01248;-0.00768;-0.01183;0.006283
2003-11-19;-0.02234;0.0005929;-0.01315;-0.0118;-0.004441;0.01038;0.02826;0.003623
2003-11-20;-0.01348;-0.005945;-0.004825;-0.01711;-0.007703;-0.009017;0.001713;-0.00135
2003-11-21;0.0171;0.01244;0;0.008591;-0.002518;-0.006361;-0.006009;0.007251
2003-11-24;0.0138;-0.005314;0;0.005545;0.0004569;-0.002738;-0.001292;0.003287
2003-11-25;0.007918;-0.0005922;0.008429;0.01562;0.0081;0.003194;-0.01389;0.006821
2003-11-26;0.0119;0.001776;0.004785;-0.01732;0.003997;0.01087;0.0126;0.008005
2003-11-27;-0.002961;0.002363;-0.001194;0.0329;0.004182;0.02008;0.02683;0.000483
2003-11-28;-0.008935;0.002946;0.01424;0.01433;0;0.001324;0.006283;0.007909
2003-12-01;0.01699;0.02153;0.01867;0.02766;0.01064;0.02955;0.02148;0.006575
2003-12-02;-0.00375;0.01938;0.001155;0.001383;0.01238;0.001712;0.002857;-0.002009
2003-12-03;0.00935;-0.002261;-0.001155;0.003743;0.002835;0.01485;0.01255;-0.003711
2003-12-04;0.00292;-0.0005661;-0.001157;0.006469;0.002133;0.0004211;-0.01582;-0.0002245
2003-12-05;-0.006917;0.007334;0.001157;-0.01021;0.009491;-0.009731;-0.02065;-0.006682
2003-12-08;0.007447;-0.0005623;-0.002315;0;0.003981;0.02062;0.02188;0.001515
2003-12-09;0.01473;0.01063;0.01495;0.02822;0.007815;0.01488;-0.0004084;-0.001804
2003-12-10;0.006766;-0.005021;0;-0.00096;0.005402;-0.01947;-0.02356;-0.004809
2003-12-11;-0.01253;-0.009553;0.007959;-0.00173;-0.0002128;-0.03361;-0.06345;0.007751
2003-12-12;0.01097;0.007314;0.003392;0.00499;0.01115;0.02056;0.04743;0.01211
2003-12-15;0.01008;0.009484;-0.01021;0.008389;0.01062;0.01222;-0.006823;-0.004765
2003-12-16;-0.006449;-0.01849;-0.005718;-0.00133;-0.007134;-0.003776;0.002137;-0.0006831
2003-12-17;-0.00363;0.001695;-0.00806;0.002468;0.01004;-0.002104;-0.01506;0.003611
2003-12-18;0.007762;0.01346;0.009206;0.01748;0.001423;0.007554;-0.005215;0.006066
2003-12-19;0.02066;0.01712;0.01252;0.00909;0.02202;0.01453;0.0008711;-0.001755
2003-12-22;0.004031;0.007094;0.01348;0.006626;-0.0008768;0.00984;-0.007867;0.0005523
2003-12-23;0.003013;0.01458;-0.002235;-0.001652;0.001825;0.001631;-0.005279;0.008005
2003-12-24;-0.0005015;0;0;0;-0.007882;0;0;0.004669
2003-12-25;0;0;0;0;0;0;0;0
2003-12-26;0;0;0.005577;0;0;0;0;-0.001447
2003-12-29;0;0.009069;0.006652;0.0472;0.007368;0.02574;0.05074;0.01421
2003-12-30;0.006998;0.01424;0.01426;0.001576;0.009525;0.01302;0.01993;0.002805
2003-12-31;0.007197;-0.002096;0.008677;0;0.004943;0.002348;0.0004109;-0.006718
2004-01-01;0;0;0;0;0;0;0;-7.96E-05
2004-01-02;0.008618;0.003143;0.02769;0.02694;0;0.002343;-0.0004109;0.01112
2004-01-05;0.02446;0.047;0.01563;0;0;0.02694;0.02516;0.009306
2004-01-06;0.02947;0.01388;-0.01249;-0.009586;0.0237;0.01806;0.01669;0.002484
2004-01-07;-0.007929;0.009307;-0.003146;0.002405;0.002151;-0.0276;-0.02232;-0.003564
2004-01-08;-0.004694;0.002921;0.005238;0.03374;-0.01324;-0.01662;-0.01995;0.007684
2004-01-09;0.006565;0.01016;0.01246;0.005129;0;0.002336;0.01267;-0.0001873
2004-01-12;0.003732;0.01859;-0.01246;-0.006956;0.00107;0.003493;0.006475;0.004256
2004-01-13;-0.0009317;-0.001418;0;0.00249;0.007224;-0.006608;-0.01258;-0.001685
2004-01-14;-0.01266;-0.008551;0.001044;0.007268;0.001104;-0.01533;-0.03449;0.007958
2004-01-15;-0.01283;-0.01442;0.001043;-0.01911;-0.003601;-0.02162;-0.03836;0.001388
2004-01-16;0.001195;-0.02202;-0.007326;-0.01863;-0.01139;-0.008943;-0.01282;-0.003605
2004-01-19;-0.002151;0.01034;0.008368;0.01611;0.004066;0.001632;-0.002674;-0.0007646
2004-01-20;0.01355;0.009747;0.01653;-0.02211;0;0.01417;0.01462;0.004503
2004-01-21;0.01127;-0.004861;0.01121;-0.02525;0.02191;0.01079;0.009192;0.006108
2004-01-22;0.003728;0.00825;0;-0.02536;0.005858;0.007921;0.01083;-0.002499
2004-01-23;0.015;-0.007276;0;0.04526;-0.00202;0;-0.007789;-0.005423
2004-01-26;-0.0004583;0.01114;-0.007117;0;0.004248;-0.01031;-0.01665;-0.001038
2004-01-27;-0.006669;0.005761;0.009142;0.02896;-1.37E-05;-0.004394;-0.003097;0.003729
2004-01-28;-0.001616;-0.001917;-0.01118;-0.01472;-0.002537;-0.0004004;0.01014;-0.00269
2004-01-29;-0.004169;-0.04865;-0.007183;0;-0.01166;-0.0235;-0.02577;-0.01481
2004-01-30;-0.01238;-0.02343;-0.002062;-0.02765;-0.007125;-0.02449;-0.02368;0.009016
2004-02-02;0.001409;-0.0005156;-0.01455;0;-0.006155;0.003356;-0.006936;-0.005812
2004-02-03;0.005382;0.0184;0.003136;-0.02933;0.003752;0.007509;0.0152;0.004125
2004-02-04;0.01137;0.008069;-0.00209;0.02811;0.002976;-0.00208;-0.008261;-0.001123
2004-02-05;-0.006249;-0.03112;-0.002094;-0.007218;-0.00663;-0.004174;-0.0004609;0.00654
2004-02-06;-0.01097;-0.0005183;0.01457;0.01595;-0.004176;-0.0004183;0.01328;0.01581
2004-02-09;0.01999;0.02154;0.02348;0.01895;0.007899;0.03737;0.03399;0.003793
2004-02-10;0.008934;0.008588;-0.006073;-0.005303;0.01056;0.009228;0.01571;0.001234
2004-02-11;-0.002283;0.004517;-0.002033;0.00922;0.006956;0.001596;-0.006515;0.01751
2004-02-12;0.0226;0.033;0.005074;0.003393;0.01151;0.03063;0.02538;-0.006982
2004-02-13;0.005349;0.0009685;0.01407;0.0163;0.004052;0.008855;0.00593;-0.009873
2004-02-16;-0.004679;-0.0112;0.004978;0.003327;-0.006398;-0.01467;-0.01747;0.005245
2004-02-17;0.01132;0.00537;0.0009926;0.005466;0;0.01467;0.01493;0.01517
2004-02-18;0.006163;0.01737;0.00396;-0.001488;0.01453;0.01143;0.006751;-0.008024
2004-02-19;-0.01281;-0.02667;-0.00396;-0.02564;-0.00969;-0.01335;-0.03422;-0.0007293
2004-02-20;0.003771;-0.035;0;0.005248;-0.00339;-0.01159;-0.01314;-0.01528
2004-02-23;-0.007334;0.002541;-0.004973;-0.03017;0.000702;-0.01448;-0.0151;0.0002468
2004-02-24;-0.003575;-0.002033;-0.007004;0.007627;0.003421;-0.01269;-0.005386;0.0007156
2004-02-25;0.008693;0.01012;-0.005033;-0.01356;0.004005;0.01269;0.001799;-0.003747
2004-02-26;0.005754;0.01301;0.01004;-0.004561;0.00547;-0.0111;-0.01768;0.003909
2004-02-27;0.001543;0.003968;0.00796;0.02019;0.008739;0.01031;0.01633;0.005
2004-03-01;0.0179;0.02638;0.006914;0.01522;0.007407;0.02493;0.01783;0.01043
2004-03-02;0.01631;0.01531;-0.004933;0;0.02588;0.013;-0.003985;-0.01346
